"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"8DW9MBDK","journalArticle","2017","Susha, Iryna; Janssen, Marijn; Verhulst, Stefaan","Data collaboratives as “bazaars”? A review of coordination problems and mechanisms to match demand for data with supply","Transforming Government: People, Process and Policy","","","https://doi.org/10.1108/TG-01-2017-0007","https://www.emerald.com/insight/content/doi/10.1108/TG-01-2017-0007/full/html","Purpose In “data collaboratives”, private and public organizations coordinate their activities to leverage data to address a societal challenge. This paper aims to focus on analyzing challenges and coordination mechanisms of data collaboratives. Design/methodology/approach This study uses coordination theory to identify and discuss the coordination problems and coordination mechanisms associated with data collaboratives. The authors also use a taxonomy of data collaborative forms from a previous empirical study to discuss how different forms of data collaboratives may require different coordination mechanisms. Findings The study analyzed data collaboratives from the perspective of organizational and task levels. At the organizational level, the authors argue that data collaboratives present an example of the bazaar form of coordination. At the task level, the authors identified five coordination problems and discussed potential coordination mechanisms to address them, such as coordination by negotiation, by third party, by standardization, to name a few. Research limitations/implications This study is one of the first few to systematically analyze the phenomenon of “data collaboratives”. Practical implications This study can help practitioners better understand the coordination challenges they may face when initiating a data collaborative and to develop successful data collaboratives by using coordination mechanisms to mitigate these challenges. Originality/value Data collaboratives are a novel form of data-driven initiatives which have seen rapid experimentation lately. This study draws attention to this concept in the academic literature and highlights some of the complexities of organizing data collaboratives in practice.","2017","2021-12-08 11:37:38","2021-12-08 11:37:38","","","","","","","","Data collaboratives as “bazaars”?","","","","","","","","","","","","Google Scholar","","Publisher: Emerald Publishing Limited","","/Users/timdavies/Zotero/storage/K6KNREW3/Susha et al_2017_Data collaboratives as “bazaars”.pdf; /Users/timdavies/Zotero/storage/JDLWV5JE/html.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J4PNKNAP","journalArticle","2017","Thorsby, Jeffrey; Stowers, Genie N. L.; Wolslegel, Kristen; Tumbuan, Ellie","Understanding the content and features of open data portals in American cities","Government Information Quarterly","","0740-624X","10.1016/j.giq.2016.07.001","https://www.sciencedirect.com/science/article/pii/S0740624X16301071","In this paper, we present the results of research on features and content of open data portals in American cities. Five scales are developed to categorize and describe these portals: the Open Data Portal Index (ODPI), Data Content Index (DCI), a compilation of the two (Overall Index), the Number of Datasets and Number of Datasets per 100,000. Regression models explaining variation between cities on these scales indicate city population as an important influence, along with participation in a regional consortium. More variation could be explained in the number of datasets model (79.8%) than in any other model. Overall, results indicate portals are in a very early stage of development and need a great deal of work to improve user help and analysis features as well as inclusion of features to help citizens understand the data, such as more charting and analysis.","2017-01-01","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-10-25 13:02:45","53-61","","1","34","","Government Information Quarterly","","Open Innovation in the Public Sector","","","","","","en","","","","","ScienceDirect","","","","/Users/timdavies/Zotero/storage/YV4VKIP4/Thorsby et al_2017_Understanding the content and features of open data portals in American cities.pdf","","","Civic technology; Data portals; Open data; Open data portals; Open government","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UNCWZGKV","conferencePaper","2019","Thurnay, Lőrinc; Lampoltshammer, Thomas J.; Neumaier, Sebastian; Knap, Tomáš","ADEQUATe: A Community-Driven Approach to Improve Open Data Quality","Business Information Systems Workshops","978-3-030-04849-5","","10.1007/978-3-030-04849-5_48","","This paper introduces the ADEQUATe project—a platform to improve the quality of open data in a community-driven fashion. First, the context of the project is discussed: the issue of quality of open data, its relevance in Austria and how ADEQUATe attempts to tackle these matters. Then the main components of the project are introduced, outlining how they support the goals of the project: Portal Watch managing monitoring, quality assessment and enhancement of data, the ADEQUATe Knowledge Base providing the backbone to the search and semantic enrichment components, the faceted Search functionality, Dataset profiles presenting an enriched overview of individual datasets to users, ADEQUATe’s GitLab instance providing the community dimension to the portal, and Odalic, a tool for semantic interpretation of tabular data. The paper is concluded with an outlook to the benefits of the project: easier data discovery, increased insight to data evolution, community engagement leading to contribution by a wider part of the population, increased transparency and democratization as well as positive feedback loops with data maintainers, public administration and the private sector.","2019","2021-12-08 11:37:38","2021-12-08 11:37:38","","555-565","","","","","","ADEQUATe","Lecture Notes in Business Information Processing","","","","Springer International Publishing","Cham","en","","","","","Springer Link","","","","","","","Community engagement; Linked data; Open data portal; Open Governmental Data; Semantic web","Abramowicz, Witold; Paschke, Adrian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JYAS9F67","journalArticle","2015","Tygel, Alan; Auer, Sören; Debattista, Jeremy; Orlandi, Fabrizio; Campos, Maria Luiza Machado","Towards Cleaning-up Open Data Portals: A Metadata Reconciliation Approach","arXiv","","","","","","2015","2021-12-08 11:37:38","2021-12-08 11:37:38","","","","","","","","Towards Cleaning-up Open Data Portals","","","","","","","","","","","","Dimensions","","arXiv: arXiv:1510.04501","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PPYV2SAI","bookSection","2014","van der Waal, Sander; Węcel, Krzysztof; Ermilov, Ivan; Janev, Valentina; Milošević, Uroš; Wainwright, Mark","Lifting Open Data Portals to the Data Web","Linked Open Data -- Creating Knowledge Out of Interlinked Data: Results of the LOD2 Project","978-3-319-09846-3","","","https://doi.org/10.1007/978-3-319-09846-3_9","Recently, a large number of open data repositories, catalogs and portals have been emerging in the scientific and government realms. In this chapter, we characterise this newly emerging class of information systems. We describe the key functionality of open data portals, present a conceptual model and showcase the pan-European data portal PublicData.eu as a prominent example. Using examples from Serbia and Poland, we present an approach for lifting the often semantically shallow datasets registered at such data portals to Linked Data in order to make data portals the backbone of a distributed global data warehouse for our information society on the Web.","2014","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-11-16 16:41:13","175-195","","","","","","","Lecture Notes in Computer Science","","","","Springer International Publishing","Cham","en","","","","","Springer Link","","DOI: 10.1007/978-3-319-09846-3_9","","/Users/timdavies/Zotero/storage/IDEFM8QV/van der Waal et al_2014_Lifting Open Data Portals to the Data Web.pdf","","","Data Cube; Data Portal; Link Data; SPARQL Query; Tabular Data","Auer, Sören; Bryl, Volha; Tramp, Sebastian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GH7Z4PMV","book","2020","van Knippenberg, Laura","Open Data Maturity Report 2020","","","","","https://data.europa.eu/doi/10.2830/619187","","2020","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-12-03 11:31:09","","","","","","","","","","","","Publications Office","LU","eng","","","","","DOI.org (CSL JSON)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PMHW4BPA","journalArticle","2020","Venkatachalapathy, Archana; Sharma, Anuj; Knickerbocker, Skylar; Hawkins, Neal","A Rubric-Driven Evaluation of Open Data Portals and Their Data in Transportation","Journal of Big Data Analytics in Transportation","","2523-3564","10.1007/s42421-020-00023-y","https://doi.org/10.1007/s42421-020-00023-y","The open data movement has been gaining momentum in the Transportation industry in recent years, with multiple State Departments of Transportation (DOT) launching their own repository of datasets. These actions offer the potential to improve both transportation safety and mobility. That said, an examination of the quality of data, ease of use, and availability of metadata across agencies revealed a significant variation among them and presented a serious concern to realizing the full potential of these principled efforts. This study highlights the imminent need for agency support towards assessing data warehouse quality and in establishing an index to measure performance. The approach includes a data portal evaluation rubric (DPER) that captures the essence of the National Open Data Policy. Its metrics are devised from practices implemented across several agencies to ensure the effective use of open data. The proposed DPER was applied to 43 transportation-related open data portals at the state (39) and national level (4). The DPER examines the quality, the openness of data, and the relevance of published content to the Transportation industry. The evaluation found that the portal hosted by the state of New York scored the highest due to its user-friendly interface with interactive visualization tools, relevant data content, detailed information about the data, and the useful API (Application Program Interface) references for application developers. The absolute scramble by agencies to fight the life-impacting events of 2020 emphasizes both the need and urgency to provide standardized, accessible, and accurate data for a ubiquitous audience.","2020-08-01","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-11-15 17:16:52","181-198","","2","2","","J. Big Data Anal. Transp.","","","","","","","","en","","","","","Springer Link","","","","/Users/timdavies/Zotero/storage/GJR5IA75/Venkatachalapathy et al_2020_A Rubric-Driven Evaluation of Open Data Portals and Their Data in Transportation.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BAU2M9VF","journalArticle","2018","Wang, Di; Chen, Chuanfu; Richards, Deborah","A prioritization-based analysis of local open government data portals: A case study of Chinese province-level governments","Government Information Quarterly","","0740-624X","10.1016/j.giq.2018.10.006","https://www.sciencedirect.com/science/article/pii/S0740624X17303428","While most data originate within a local context, our knowledge about the realization of open government data (OGD) at local levels is limited due to the lack of systematic analysis of local OGD portals. Thus, we focus on a core question about analysing and guiding the development of local OGD portals. An evaluation framework is developed based on the comparison of related studies and principles. To fill the gap in existing frameworks which lack clarity in the prioritization process, Analytic Hierarchy Process together with an expert survey is used to derive priorities of elements of the framework. To test the capability of the framework in analysing and guiding the development of local OGD portals, a case study of Chinese province-level OGD portals has been carried out. Results show that data accessibility and quality matter more than data quantity for a local OGD portal. Currently, Chinese province-level OGD portals are in their infancy of development, with a great gap between Taiwan and Hong Kong with other portals. Data relating to local statistics, credit records, and budget and spending are well released on portals in China. Population size and the size and wealth of the local government show no significant relation with the number of datasets. By combining priorities of the framework with evaluation results, it could help local governments to recognise their present shortcomings and give them recommendations for recognizing directions for OGD portal's future development.","2018-10-01","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-10-25 10:47:55","644-656","","4","35","","Government Information Quarterly","A prioritization-based analysis of local open government data portals","","","","","","","en","","","","","ScienceDirect","","","","/Users/timdavies/Zotero/storage/HKYYJAEM/Wang et al_2018_A prioritization-based analysis of local open government data portals.pdf","","","Analytic hierarchy process; Data evaluation; Evaluation framework; Local government; Open government data; Open government data portal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5D3RL4H6","journalArticle","2017","Weber, Nicholas; Yan, An","Integrating user feedback with open data quality models","Proceedings of the Association for Information Science and Technology","","","10.1002/pra2.2017.14505401172","","","2017","2021-12-08 11:37:38","2021-12-08 11:37:38","","824-826","","1","54","","","","","","","","","","","","","","","Dimensions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AHNDIVF5","conferencePaper","2020","Weber, Thomas; Mitöhner, Johann; Neumaier, Sebastian; Polleres, Axel","ODArchive – Creating an Archive for Structured Data from Open Data Portals","The Semantic Web – ISWC 2020","978-3-030-62466-8","","10.1007/978-3-030-62466-8_20","","We present ODArchive, a large corpus of structured data collected from over 260 Open Data portals worldwide, alongside with curated, integrated metadata. Furthermore we enrich the harvested datasets by heuristic annotations using the type hierarchies in existing Knowledge Graphs. We both (i) present the underlying distributed architecture to scale up regular harvesting and monitoring changes on these portals, and (ii) make the corpus available via different APIs. Moreover, we (iii) analyse the characteristics of tabular data within the corpus. Our APIs can be used to regularly run such analyses or to reproduce experiments from the literature that have worked on static, not publicly available corpora.","2020","2021-12-08 11:37:38","2021-12-08 11:37:38","","311-327","","","","","","","Lecture Notes in Computer Science","","","","Springer International Publishing","Cham","en","","","","","Springer Link","","","","","","","Archiving; Open data; Profiling; Reference tables","Pan, Jeff Z.; Tamma, Valentina; d’Amato, Claudia; Janowicz, Krzysztof; Fu, Bo; Polleres, Axel; Seneviratne, Oshani; Kagal, Lalana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L5KP7EBK","journalArticle","2017","Welle Donker, Frederika; van Loenen, Bastiaan","How to assess the success of the open data ecosystem?","International Journal of Digital Earth","","1753-8947","10.1080/17538947.2016.1224938","https://doi.org/10.1080/17538947.2016.1224938","Open data are currently a hot topic and are associated with realising ambitions such as a more transparent and efficient government, solving societal problems, and increasing economic value. To describe and monitor the state of open data in countries and organisations, several open data assessment frameworks were developed. Despite high scores in these assessment frameworks, the actual (re)use of open government data (OGD) fails to live up to its expectations. Our review of existing open data assessment frameworks reveals that these only cover parts of the open data ecosystem. We have developed a framework, which assesses open data supply, open data governance, and open data user characteristics holistically. This holistic open data framework assesses the maturity of the open data ecosystem and proves to be a useful tool to indicate which aspects of the open data ecosystem are successful and which aspects require attention. Our initial assessment in the Netherlands indicates that the traditional geographical data perform significantly better than non-geographical data, such as healthcare data. Therefore, open geographical data policies in the Netherlands may provide useful cues for other OGD strategies.","2017-03-04","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-12-03 11:11:54","284-306","","3","10","","","","","","","","","","","","","","","Taylor and Francis+NEJM","","Publisher: Taylor & Francis _eprint: https://doi.org/10.1080/17538947.2016.1224938","","/Users/timdavies/Zotero/storage/VJVRA3LB/17538947.2016.html; /Users/timdavies/Zotero/storage/L477AURG/Welle Donker_van Loenen_2017_How to assess the success of the open data ecosystem.pdf","","","assessment framework; geodata; Open data; open data governance; open data maturity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RRU4RCQY","journalArticle","2021","Wenige, Lisa; Stadler, Claus; Martin, Michael; Figura, Richard; Sauter, Robert; Frank, Christopher W.","Open Data and the Status Quo -- A Fine-Grained Evaluation Framework for Open Data Quality and an Analysis of Open Data portals in Germany","arXiv:2106.09590 [cs]","","","","http://arxiv.org/abs/2106.09590","This paper presents a framework for assessing data and metadata quality within Open Data portals. Although a few benchmark frameworks already exist for this purpose, they are not yet detailed enough in both breadth and depth to make valid statements about the actual discoverability and accessibility of publicly available data collections. To address this research gap, we have designed a quality framework that is able to evaluate data quality in Open Data portals on dedicated and fine-grained dimensions, such as interoperability, findability, uniqueness or completeness. Additionally, we propose quality measures that allow for valid assessments regarding cross-portal findability and uniqueness of dataset descriptions. We have validated our novel quality framework for the German Open Data landscape and found out that metadata often still lacks meaningful descriptions and is not yet extensively connected to the Semantic Web.","2021-06-17","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-11-15 14:40:24","","","","","","","","","","","","","","","","","","","arXiv.org","","arXiv: 2106.09590","","/Users/timdavies/Zotero/storage/BC2P7YLH/Wenige et al_2021_Open Data and the Status Quo -- A Fine-Grained Evaluation Framework for Open.pdf; /Users/timdavies/Zotero/storage/GCLMRC9K/2106.html","","","Computer Science - Databases; Computer Science - Information Retrieval","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z3IUSQND","journalArticle","2021","Wu, Dan; Xu, Hao; Yongyi, Wang; Zhu, Huining","Quality of government health data in COVID-19: definition and testing of an open government health data quality evaluation framework","Library Hi Tech","","0737-8831","10.1108/LHT-04-2021-0126","https://doi.org/10.1108/LHT-04-2021-0126","Purpose Currently, countries worldwide are struggling with the virus COVID-19 and the severe outbreak it brings. To better benefit from open government health data in the fight against this pandemic, this study developed a framework for assessing open government health data at the dataset level, providing a tool to evaluate current open government health data's quality and usability COVID-19. Design/methodology/approach Based on the review of the existing quality evaluation methods of open government data, the evaluation metrics and their weights were determined by 15 experts in health through the Delphi method and analytic hierarchy process. The authors tested the framework's applicability using open government health data related to COVID-19 in the US, EU and China. Findings The results of the test capture the quality difference of the current open government health data. At present, the open government health data in the US, EU and China lacks the necessary metadata. Besides, the number, richness of content and timeliness of open datasets need to be improved. Originality/value Unlike the existing open government data quality measurement, this study proposes a more targeted open government data quality evaluation framework that measures open government health data quality on a range of data quality dimensions with a fine-grained measurement approach. This provides a tool for accurate assessment of public health data for correct decision-making and assessment during a pandemic.","2021-01-01","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-11-15 20:25:11","","","ahead-of-print","ahead-of-print","","","Quality of government health data in COVID-19","","","","","","","","","","","","Emerald Insight","","","","/Users/timdavies/Zotero/storage/PTIGG2U9/html.html","","","COVID-19; Data quality; Metadata quality; Open government data; Open government data quality evaluation; Open health data; Pandemic; Quality evaluation framework","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M6IW8KNM","conferencePaper","2015","Yang, Hsin-Chang; Lin, Cathy S.; Yu, Po-Han","Toward Automatic Assessment of the Categorization Structure of Open Data Portals","Multidisciplinary Social Networks Research","978-3-662-48319-0","","10.1007/978-3-662-48319-0_30","","Governments worldwide have been releasing their owned data recently for public usage and arising lots of novel applications and services. Issues on open data were also intensively discussed from researchers and practitioners. One of the key issues in adopting open data is the accessibility of the data, which are generally collectively provided in open data portals. Open data portals categorize open datasets according to their domains, providers, formats, and other properties for better accessibility of the data. However, these portals did not follow a conforming standard in establishing their categorization structures. In this work, we try to assess the goodness of categorization structures of open data portals automatically by investigating the coherence of the datasets in the same category. The detailed methodology is described but preliminary experiments on Taiwan’s open data portals are still undergoing.","2015","2021-12-08 11:37:38","2021-12-08 11:37:38","","372-380","","","","","","","Communications in Computer and Information Science","","","","Springer","Berlin, Heidelberg","en","","","","","Springer Link","","","","","","","Categorization structure; Open data; Open data portal; Quality assessment","Wang, Leon; Uesugi, Shiro; Ting, I-Hsien; Okuhara, Koji; Wang, Kai","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KP8H8KFQ","journalArticle","2019","Zhu, Xiaohua; Freeman, Mark Antony","An evaluation of U.S. municipal open data portals: A user interaction framework","Journal of the Association for Information Science and Technology","","2330-1643","10.1002/asi.24081","https://onlinelibrary.wiley.com/doi/abs/10.1002/asi.24081","As an increasing number of open government data (OGD) portals are created, an evaluation method is needed to assess these portals. In this study, we drew from the existing principles and evaluation methods to develop a User Interaction Framework, with concrete criteria in five dimensions: Access, Trust, Understand, Engage-integrate, and Participate. The framework was then used to evaluate the current OGD sites created and maintained by 34 U.S. municipal government agencies. The results show that, overall, portals perform well in terms of providing access, but not so well in helping users understand and engage with data. These findings indicate room for improvement in multiple areas and suggest potential roles for information professionals as data mediators. The study also reveals that portals using the Socrata platform performed better, regarding user access, trust, engagement, and participation. However, the variability among portals indicates that some portals should improve their platforms to achieve greater user engagement and participation. In addition, city governments need to develop clear plans about what data should be available and how to make them available to their public.","2019","2021-12-08 11:37:38","2021-12-08 11:37:38","2021-11-24 11:52:38","27-37","","1","70","","","An evaluation of U.S. municipal open data portals","","","","","","","en","","","","","Wiley Online Library","","_eprint: https://onlinelibrary.wiley.com/doi/pdf/10.1002/asi.24081","","/Users/timdavies/Zotero/storage/D55MGFQN/asi.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TCYKW3FC","journalArticle","2012","Zuiderwijk, Anneke; Janssen, Marijn; Choenni, Sunil; Meijer, Ronald; Alibaks, Roexsana Sheikh","Socio-technical Impediments of Open Data","Electronic Journal of e-Government","","","","","","2012","2021-12-08 11:37:50","2021-12-08 11:37:50","","pp156–172","","2","10","","","","","","","","","","","","","","","Google Scholar","","","","/Users/timdavies/Zotero/storage/NS3RI7LP/Zuiderwijk et al_2012_Socio-technical Impediments of Open Data.pdf; /Users/timdavies/Zotero/storage/LPMPHZL6/571.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7U6FWCQY","journalArticle","2014","Zuiderwijk, Anneke; Janssen, Marijn; Davis, Chris","Innovation with open data: Essential elements of open data ecosystems","Information Polity","","1570-1255","10.3233/IP-140329","https://content.iospress.com/articles/information-polity/ip000329","Open data ecosystems are expected to bring many advantages, such as stimulating citizen participation and innovation. However, scant attention has been given to what constitutes an open data ecosystem. The objective of this paper is to provide an ove","2014-01-01","2021-12-08 11:37:50","2021-12-08 11:37:50","2021-11-16 14:34:44","17-33","","1-2","19","","","Innovation with open data","","","","","","","en","","","","","content.iospress.com","","Publisher: IOS Press","","/Users/timdavies/Zotero/storage/CT6KWF9Y/Zuiderwijk et al_2014_Innovation with open data.pdf; /Users/timdavies/Zotero/storage/EPGL4G5P/ip000329.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
